6.851643787	-0.901102324
1.289891491	-1.34680172
3.833308924	-1.81496824
-5.236545701	1.274896571
2.784826809	-0.900670051
2.424071123	3.489676902
-3.41856777	1.65485037
0.306129277	-2.596905339
3.053217616	-1.68806065
17.55414781	-0.488409896
-8.712841536	-2.945478021
0.09803526	1.042929268
-1.192844935	1.338244868
3.845238399	1.238919955
2.651077099	1.256696012
5.486109313	-1.597393746
-4.176662503	1.237053673
-10.54713016	-0.599278239
-3.350380503	0.832213732
0.923025418	0.547552954
3.144156408	2.437322919
3.69157831	1.494555228
-3.896498762	-0.964300433
5.000411911	-2.115843656
-3.401507516	-2.022584745
-6.07261209	-0.769977965
-11.67499447	0.678872309
0.672245248	1.673670139
4.293059211	2.593483473
12.14333497	0.292226569
-5.543418075	-2.777778363
6.189962467	-1.164898998
10.83609788	-0.653319265
2.297275446	-1.839952229
-1.758169782	-1.539933026
2.93000304	4.423055126
0.852573535	0.593134633
7.055050933	1.821456863
7.287713387	0.630033695
9.553894819	2.878505201
6.588952648	-0.090892729
10.24600541	-1.131458009
3.574354929	-1.804444649
-2.711984206	-3.655757885
3.380716486	1.601718929
-11.11718213	1.856725129
-0.414092127	1.4102855
1.318057599	-1.837613971
1.364154116	-0.342101856
9.316806736	3.614827925
5.938805466	1.496253843
-0.585962133	-1.168869534
8.900837837	2.237416387
-2.416544159	0.9292491
8.765800839	0.68695549
3.841078159	1.068154913
6.755121646	2.801746151
17.12414115	-0.493856944
-1.573524981	-1.26930532
-3.76766316	-0.803259101
7.438167849	2.084350057
-5.276325472	3.801388216
-2.919800421	-0.092364392
-3.153075614	-3.601534252
-10.49819845	-4.858591557
-1.362781936	2.014756534
-2.654092218	1.054949069
-5.163173986	0.374070199
-9.691055449	1.754631857
-6.11152302	-2.137058512
-1.885604716	-0.171406996
1.663202172	-0.062226941
-4.304293108	2.901732336
6.014850389	1.094749902
-4.739541844	-0.33258516
1.407735463	1.297859084
-3.232993874	-1.434601813
1.069789841	3.332919938
3.306755563	-2.513997915
2.592642357	-0.718838184
10.7350806	2.482961866
-6.356460558	0.481264043
-0.851560557	2.435738985
3.07220435	2.464809226
-1.829008604	-1.994104003
-3.25068992	1.05524816
-2.942031868	3.406193886
5.848339396	-2.902899636
7.318283784	-3.179277931
-8.757040483	3.01525605
0.76438609	-1.754557257
